ts;te;td;sa;da;sp;dp;pr;flg;ipkt;ibyt
11/01/13 07:51;01/03/13 23:53;4.294.904.250;fe80::4d7:17d:acc0:b76b;ff02::1:2;546;547;UDP;......;7;1015
11/01/13 07:50;01/03/13 23:53;4.294.967.294;10.1.1.10;23.44.84.42;40206;443;TCP;.A....;1;46
11/01/13 07:50;01/03/13 23:53;4.294.967.294;23.44.84.42;10.1.1.10;443;40206;TCP;.AP..F;2;117
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;29145;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;29145;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;45022;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;45022;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.268;10.1.1.10;177.21.244.27;29180;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.268;177.21.244.27;10.1.1.10;80;29180;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.265;10.1.1.10;177.21.244.27;10916;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.265;177.21.244.27;10.1.1.10;80;10916;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;14790;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;14790;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.140;10.1.1.10;177.21.244.27;10835;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.140;177.21.244.27;10.1.1.10;80;10835;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;53972;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;53972;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;26066;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;26066;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;47131;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;47131;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.956.501;10.1.1.15;77.248.68.51;8080;53180;TCP;.A..SF;3;144
11/01/13 07:50;01/03/13 23:53;4.294.956.501;77.248.68.51;10.1.1.15;53180;8080;TCP;.AP.SF;5;280
11/01/13 07:50;01/03/13 23:53;4.294.967.265;10.1.1.10;177.21.244.27;31503;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.265;177.21.244.27;10.1.1.10;80;31503;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.266;10.1.1.10;177.21.244.27;19654;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.266;177.21.244.27;10.1.1.10;80;19654;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.141;10.1.1.10;177.21.244.27;16653;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.141;177.21.244.27;10.1.1.10;80;16653;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.275;10.1.1.1;10.1.1.121;53;60731;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.275;10.1.1.121;10.1.1.1;60731;53;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.275;8.8.8.8;10.1.1.10;53;56022;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.275;10.1.1.10;8.8.8.8;56022;53;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.276;10.1.1.1;10.1.1.121;53;31487;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.276;10.1.1.121;10.1.1.1;31487;53;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.275;8.8.8.8;10.1.1.10;53;44581;UDP;......;1;71
11/01/13 07:50;01/03/13 23:53;4.294.967.275;10.1.1.10;8.8.8.8;44581;53;UDP;......;1;71
11/01/13 07:51;01/03/13 23:53;4.294.943.139;10.1.1.15;187.59.48.42;8080;57022;TCP;.A..SF;4;232
11/01/13 07:51;01/03/13 23:53;4.294.943.139;187.59.48.42;10.1.1.15;57022;8080;TCP;.A..SF;5;280
11/01/13 07:50;01/03/13 23:53;4.294.967.266;10.1.1.10;177.21.244.27;21739;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.266;177.21.244.27;10.1.1.10;80;21739;TCP;.A..SF;3;128
11/01/13 07:50;01/03/13 23:53;4.294.967.247;10.1.1.29;200.199.205.149;123;123;UDP;......;1;76
11/01/13 07:50;01/03/13 23:53;4.294.967.247;200.199.205.149;10.1.1.29;123;123;UDP;......;1;76
11/01/13 07:50;01/03/13 23:53;4.294.967.268;10.1.1.10;177.21.244.27;49530;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.268;177.21.244.27;10.1.1.10;80;49530;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.268;10.1.1.10;177.21.244.27;48749;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.268;177.21.244.27;10.1.1.10;80;48749;TCP;.A..SF;2;88
11/01/13 07:50;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;45209;80;TCP;.A..SF;4;186
11/01/13 07:50;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;45209;TCP;.A..SF;3;128
11/01/13 07:51;01/03/13 23:53;4.294.930.360;10.1.1.10;200.19.73.231;64888;5247;UDP;......;3;940
11/01/13 07:51;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;40264;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;40264;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:53;4.294.967.145;10.1.1.10;177.21.244.27;55819;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.145;177.21.244.27;10.1.1.10;80;55819;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:53;4.294.921.982;10.1.1.10;200.19.73.231;11747;5247;UDP;......;2;359
11/01/13 07:51;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;10844;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;10844;TCP;.A..SF;2;88
11/01/13 07:52;01/03/13 23:53;4.294.903.453;10.1.1.10;173.194.34.118;38933;443;TCP;.AP..F;7;343
11/01/13 07:52;01/03/13 23:53;4.294.903.453;173.194.34.118;10.1.1.10;443;38933;TCP;.AP..F;9;1778
11/01/13 07:51;01/03/13 23:53;4.294.967.267;10.1.1.10;177.21.244.27;58932;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.267;177.21.244.27;10.1.1.10;80;58932;TCP;.A..SF;2;88
11/01/13 07:56;01/03/13 23:53;4.294.667.048;10.1.1.10;173.194.78.125;59831;5222;TCP;.AP...;12;893
11/01/13 07:56;01/03/13 23:53;4.294.667.048;173.194.78.125;10.1.1.10;5222;59831;TCP;.AP...;12;517
11/01/13 07:51;01/03/13 23:53;4.294.967.266;10.1.1.10;177.21.244.27;24896;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.266;177.21.244.27;10.1.1.10;80;24896;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:53;4.294.956.926;10.1.1.15;83.40.114.1;8080;64066;TCP;.A..SF;3;144
11/01/13 07:51;01/03/13 23:53;4.294.956.926;83.40.114.1;10.1.1.15;64066;8080;TCP;.AP.SF;5;280
11/01/13 07:51;01/03/13 23:53;4.294.967.266;10.1.1.10;177.21.244.27;42716;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:53;4.294.967.266;177.21.244.27;10.1.1.10;80;42716;TCP;.A..SF;2;88
11/01/13 07:51;01/03/13 23:53;4.294.967.277;10.1.1.11;200.160.7.186;7094;123;UDP;......;1;76
11/01/13 07:51;01/03/13 23:53;4.294.967.277;200.160.7.186;10.1.1.11;123;7094;UDP;......;1;76
11/01/13 07:51;01/03/13 23:54;4.294.967.267;10.1.1.10;177.21.244.27;57711;80;TCP;.A..SF;4;186
11/01/13 07:51;01/03/13 23:54;4.294.967.267;177.21.244.27;10.1.1.10;80;57711;TCP;.A..SF;3;128
Summary;;;;;;;;;;
flows;bytes;packets;avg_bps;avg_pps;avg_bpp;;;;;
493;607188;4129;1;0;147;;;;;
